,listing_id,id,date,reviewer_id,reviewer_name,comments
423,3820211,215252020,2017-11-28,42586756,Ashley,"Terra's place is awesome. Off street parking was wonderful. Close to downtown Albany, many restaurants and things to do nearby, comfortable and clean. I highly recommend it."
8360,28722270,-1510362416,2023-03-26,222301293,Shubhangi,You get what you paid for!<br/>The basic necessities were there but the place can really use some work. For example the couch was a little banged up. Overall decent stay.
2346,9501054,420055418,2019-03-05,130659581,Michael,good spot for the value
13298,45024912,727511135,2021-01-29,29811052,Ranjit,"A lovely, clean, conveniently located stay. Elsa was incredibly responsive and communicative throughout. No complaints at all. I’ll be staying here again in the future."
7580,28400263,527712220,2019-09-11,286012483,Michael,Lovely little room (including extra porch upstairs) in a nice area in Albany. Definitely recommended!
18075,-1385718193,-2147033470,2023-03-12,67856138,Barry,Always a great place. Best in Albany .
199,1489424,533028122,2023-03-25,335157870,Andreas,My third stay here at Efrat's in Albany - just as good as my other two stays! Great location and value in the area.
12184,42092736,-1628485032,2022-08-18,377281098,Kemverly,"John is the best, and the place is amazing! Checking in was really easy, and the place had everything we needed for our stay. Communication was really easy and accurate. The cat is the friendliest in the worlds, we loved it. John is ahas a cute dog as well, but she was not in the apartment during outstay.  Thanks so much John, we hope we can come back someday!!"
11214,39836487,628757975,2020-06-10,269175671,Nicholas,"Adem was a kind and very helpful host. The place was clean, simple and had everything i needed. The location is also perfect, right next to beautiful Washington park and vibrant Lark street. Lots of great food and entertainment options nearby, and short walk to the downtown city center. Would definitely recommend staying here."
4579,19527043,596685591,2020-01-23,161726459,Andrew,"Ed is great! He is kind and communicates so well with any questions or concerns. His house is so close to everything, within walking distance of multiple restaurants, pharmacies, gas station, and hospital. Ed is there to serve and make your stay enjoyable!"
11227,39836487,716849191,2020-12-20,50316657,Jordan,"Perfect place for a stay in Albany. If I lived here, I would want this to be my permanent apartment. Great location near shops, restaurants, grocery stores, and Washington Park. Adem made the check-in and stay very easy and enjoyable. I would gladly stay here again."
3429,11639446,858396119,2021-07-09,26184230,Amanda,Adam was very accommodating and responded very quickly. Very good value
4504,18341426,412840098,2019-02-16,75290303,Laura,"We enjoyed our stay at Peter's place.  It was very clean, comfortable, and in a great location.  We definitely recommend Peter's property!"
21024,-1906869031,1303195953,2023-04-08,212237453,Hugh,"This place was exactly what we needed. As a band of 6 we were able to gather together to eat or work, but still had plenty of space for privacy at the end of a long day. <br/>Absolutely beautiful home. We hope to make this a regular stop when we are in Albany."
18359,1841819980,-812579464,2022-08-28,262692936,Inaijah,"Had a wonderful stay, I walked in everything was clean and kept our host was very attentive and answered all of our needs aside from a alarm system problem I had the time of my life there 10/10 recommend‼️💯"
5076,21052414,322973668,2018-09-14,10472539,Woody,"Great house, host, and fellow guests."
3979,16531782,755873543,2021-05-07,366121441,Sharon,"Very beautiful house and Elizabeth was the sweetest host. Loved the room’s set up, it made us feel royal. Most likely will be staying again!"
12862,44180048,1278657654,2022-07-31,420867214,Edwin A.,Great stay! Super responsive host and great area
7353,26139592,751142533,2021-09-05,38514666,Laura,"We stayed in Albany for a wedding and this apartment was a great place to rest and relax between the week’s events. The home is clean, cozy, and well-kept. Farrah was extremely communicative and answered all my questions quickly and helpfully. My partner and I were very pleased with our stay and hope to return next time we are in the area."
13190,44265426,1416959478,2022-12-12,378763810,Aryza,I’ll be back. 🤍
5584,22431640,328607099,2018-09-26,216219966,Thibaud,"Everything went well - easy check-in,  clean and nice apartment, and a great host to answer your questions and prepare your arrival. Thanks Jake !"
16235,52241973,411476990,2023-01-05,32101189,Marat,"Would stay there again: suite has a climate control, full kitchen and a coffee machine, SmartTV, nice (king size?) bed, right in the center of the city. Jason was responsive and let me check out a bit later than standard check-out time."
18862,585428096,578009250,2023-01-28,142353218,Jimena,"Lori was a wonderful host from day one!<br/>She was kind, available and responsive to any message, inquiry or request we had. <br/>Her apartment made us feel at home, she had a beautiful selection of books and music, the space felt cozy and comfortable. <br/>The location is super centric, the amenities match the description, I travelled to Albany for studies with a group of friends and we’d all love to extend our gratitude for the attention to details  and how accommodating Lori was."
2111,9501054,61986430,2016-02-10,51606607,Haavard,"This place had what I needed. A bed, shower, wifi, it was close to the Times Union Center and it was a bar one minute down the street. <br/>The room was basic (but big) and not cozy."
10205,34330970,666802123,2020-09-21,150833328,Jessie,"Diana’s place is so awesome!!! It is spacious but cozy, has fun and modern design qualities, was so comfortable, and is kept spotless! We felt so safe staying here during the pandemic. Diana is also very responsive. Anytime I had a question she had an answer to me right away. No issues, so much fun!"
7840,28722270,422217824,2019-03-10,211929875,Josh,Great location and very clean loft! Excellent
1510,8915877,528216809,2019-09-12,43093675,Ryan,"I had a great stay. It was really easy to procure the key from the lockbox.  Further, the space was really clean.  The apartment also had a washer/dryer which helped when staying for a week. The location is close to the Egg and the capital.  Parking was generally okay, but some nights I had to park several streets away.  Overall, great value and a clean space that is in downtown Albany."
1580,9005989,130081808,2017-02-04,68452143,Sojung,"The location was great, the place was clean and Sue was a wonderful host that was easy to contact."
17265,53567589,-1881740114,2022-07-09,155210100,Tracy,Such an amazing place!  It is absolutely adorable and comfy!  Brian has been the absolute best host I've had to date....he proactively checked in with me to make sure all was well....it was!  😀   He also responded timely.  My one recommendation to anyone renting this place is to plan parking at the Trinity Church parking lot right on Lark street.  It's less than two blocks from the place.  Only $6 for 10 hours....very reasonable.   I would stay here again if I'm in the area.
8878,28868857,-298138424,2023-06-08,165728924,James,"The space was as described and in a decent part of town.<br/>A one night stay is perhaps a little pricey due to the cleaning charge, however this would obviously diminish for anyone staying longer. <br/>I had a little trouble getting back in to the property in the morning, but Earl was very quick to respond and sort this out for me. <br/>The light switches being outside the room was perhaps a bit odd."
18218,1280240482,-1805977811,2023-06-30,247809021,Marlene,Cute little apartment. Perfect for what we needed for our stay of 3 weeks. Great communication with host.
